7.396913170814514160e-01,-2.915668785572052002e-01,-2.540353775024414062e+00,9.856429696083068848e-01,-8.508004993200302124e-02,-1.464575715363025665e-02,-1.098572373390197754e+00,-1.402948737144470215e+00,3.841241896152496338e-01,2.981574535369873047e-01,-2.059670925140380859e+00,-6.204939261078834534e-02,3.932737931609153748e-02,2.857740640640258789e+00,-5.906661152839660645e-01,2.710505723953247070e-01,2.925592660903930664e-01,-3.194531202316284180e-01,-5.669979453086853027e-01,3.030399046838283539e-02
-7.298747301101684570e-01,-1.521043181419372559e+00,-7.178108096122741699e-01,5.657030940055847168e-01,-3.440867364406585693e-01,3.364431858062744141e-01,-1.570750594139099121e+00,-1.502557843923568726e-01,-3.448945760726928711e+00,-1.475301533937454224e-01,-2.334478616714477539e+00,-1.646248698234558105e-01,-1.258366942405700684e+00,-5.340803265571594238e-01,8.432093262672424316e-01,-2.602445483207702637e-01,-1.304227113723754883e+00,9.310893714427947998e-02,5.428240895271301270e-01,2.709393501281738281e-01
2.491875648498535156e+00,5.087549090385437012e-01,9.743805527687072754e-01,4.666906595230102539e-01,2.358670085668563843e-01,-1.238661482930183411e-01,3.579925298690795898e-01,-1.873389363288879395e+00,9.933091700077056885e-03,2.779514491558074951e-01,1.327231884002685547e+00,-5.512109771370887756e-02,9.181903004646301270e-01,1.675506114959716797e+00,1.431677579879760742e+00,-1.577255427837371826e-01,6.086376309394836426e-02,-1.337735652923583984e-01,4.819762110710144043e-01,3.617937862873077393e-01
5.864746570587158203e-01,-1.268387883901596069e-01,-4.068287909030914307e-01,-1.479863524436950684e+00,-3.947198390960693359e-02,-4.374231100082397461e-01,1.086813688278198242e+00,-2.497509717941284180e-01,2.919711172580718994e-01,-8.916487097740173340e-01,1.051726222038269043e+00,-2.338824979960918427e-02,-2.346097230911254883e+00,-3.015360832214355469e+00,-1.758970260620117188e+00,-6.461518406867980957e-01,-3.893012702465057373e-01,-3.883185610175132751e-02,-3.193786144256591797e+00,-4.432475864887237549e-01
-1.234186813235282898e-01,2.032032757997512817e-01,1.662798762321472168e+00,6.790280938148498535e-01,2.798739075660705566e-01,-9.326199531555175781e+00,-5.835134387016296387e-01,-1.073570847511291504e+00,6.930482387542724609e-01,1.834242492914199829e-01,-1.006850433349609375e+01,-2.128415405750274658e-01,-8.015462756156921387e-01,3.519763946533203125e-01,7.896643280982971191e-01,8.228988647460937500e-01,-6.206275895237922668e-02,-3.637472689151763916e-01,1.209701821208000183e-01,-8.524691581726074219e+00
-6.519130468368530273e-01,1.090100049972534180e+00,-7.057955861091613770e-02,-9.850530028343200684e-01,2.699688196182250977e+00,-6.892446875572204590e-01,-1.182312443852424622e-01,1.951233983039855957e+00,1.191226601600646973e+00,-1.504230856895446777e+00,-5.347464084625244141e+00,-4.455375298857688904e-02,4.944839179515838623e-01,1.142317891120910645e+00,-2.738555148243904114e-02,1.026619791984558105e+00,-9.819088876247406006e-02,-1.790254116058349609e-01,-8.251705169677734375e-01,7.620106339454650879e-01
4.444305300712585449e-01,-1.243891119956970215e+00,-1.433467119932174683e-01,3.411646187305450439e-01,2.754497289657592773e+00,3.362244963645935059e-01,-3.306340217590332031e+00,5.237485766410827637e-01,1.426551342010498047e+00,-2.098944187164306641e+00,2.231766134500503540e-01,-1.314604878425598145e-01,1.472508013248443604e-01,-8.035008907318115234e-01,-1.065812826156616211e+00,3.155552223324775696e-02,7.554906010627746582e-01,9.895396232604980469e-02,-2.245524823665618896e-01,-7.869926452636718750e+00
1.380848407745361328e+00,2.360828161239624023e+00,-7.523308992385864258e-01,9.254871010780334473e-01,1.075376510620117188e+00,-1.791288703680038452e-01,7.386343479156494141e-01,-1.708914041519165039e+00,7.145681418478488922e-03,-1.179711744189262390e-01,3.000691235065460205e-01,7.078403234481811523e-02,2.086922228336334229e-01,1.819722175598144531e+00,-3.002282381057739258e-01,-9.830634593963623047e-01,-1.568159610033035278e-01,9.756221622228622437e-02,4.347369074821472168e-02,9.819132685661315918e-01
7.610331177711486816e-01,-3.018179416656494141e+00,9.357292056083679199e-01,5.251507759094238281e-01,7.330524921417236328e-01,-6.876344084739685059e-01,-1.468204855918884277e+00,1.485951185226440430e+00,-2.090378284454345703e+00,-2.449529409408569336e+00,-2.512737214565277100e-01,-1.210780292749404907e-01,9.216584563255310059e-01,1.523435473442077637e+00,1.393224477767944336e+00,-2.616743743419647217e-01,-1.185506731271743774e-01,-1.075595542788505554e-01,1.289235234260559082e+00,-6.735149621963500977e-01
-7.152132987976074219e+00,-4.224649429321289062e+00,-9.416440725326538086e-01,-3.920008242130279541e-01,-4.677769541740417480e-02,-8.831867980957031250e+01,-8.260689735412597656e+00,-4.119718170166015625e+01,-1.782027721405029297e+00,-5.751497149467468262e-01,8.984969854354858398e-01,-1.871681399643421173e-02,-5.176205560564994812e-02,6.878457069396972656e-01,2.586073875427246094e-01,-1.141513139009475708e-01,-2.858028747141361237e-02,3.793638944625854492e-02,-3.949389159679412842e-01,-9.878308105468750000e+01
