-1.200371026992797852e+00,5.460447669029235840e-01,-2.196332454681396484e+00,-4.442208111286163330e-01,6.631711125373840332e-01,-6.333396434783935547e-01,1.269982606172561646e-01,-4.166254103183746338e-01,6.214316189289093018e-02,5.732070207595825195e-01,8.863257765769958496e-01,4.593022912740707397e-02,1.747700721025466919e-01,-1.260045289993286133e+00,-3.812482059001922607e-01,-2.543846666812896729e-01,-6.723133325576782227e-01,-3.156391084194183350e-01,5.530271530151367188e-01,6.174319982528686523e-01,6.927428841590881348e-01,1.735211908817291260e-02,1.010620221495628357e-01,-4.355643093585968018e-01,3.469458520412445068e-01,1.118850857019424438e-01,3.132610619068145752e-01,3.802717626094818115e-01,-2.528080046176910400e-01,-5.821124315261840820e-01
-8.696112036705017090e-02,6.041896343231201172e-02,-5.494276881217956543e-01,-6.322342157363891602e-02,9.260332584381103516e-02,-3.082935512065887451e-01,-1.222653612494468689e-01,2.847730815410614014e-01,8.527301549911499023e-01,3.444337844848632812e-01,6.114568114280700684e-01,-2.396374642848968506e-01,-1.805910095572471619e-02,-7.070711255073547363e-02,-1.722455024719238281e-02,-1.180616617202758789e-01,-2.132216989994049072e-01,3.670353814959526062e-02,2.458767443895339966e-01,2.560565769672393799e-01,-2.748599834740161896e-02,-3.673222661018371582e-01,2.360841780900955200e-01,8.614383637905120850e-02,-1.491340875625610352e+00,-8.601403832435607910e-01,2.419848442077636719e-01,-1.433634459972381592e-01,4.391497075557708740e-01,-4.391795098781585693e-01
1.056089997291564941e-01,3.621031343936920166e-02,-1.656212210655212402e-01,1.135484799742698669e-01,3.386312723159790039e-02,1.694245338439941406e-01,1.404550373554229736e-01,1.071930155158042908e-01,-2.772757411003112793e-02,-1.591666042804718018e-01,-1.381763815879821777e-01,-9.896325320005416870e-02,5.708547309041023254e-02,-5.255341529846191406e-02,1.530659794807434082e-01,1.618682444095611572e-01,1.007658541202545166e-01,-1.255426704883575439e-01,4.071507975459098816e-02,-7.645826786756515503e-02,-3.781571984291076660e-03,1.161601468920707703e-01,-6.137789785861968994e-02,-1.118890568614006042e-02,7.378388941287994385e-02,1.415379047393798828e-01,1.039817705750465393e-01,4.667145013809204102e-02,-1.421882808208465576e-01,-8.853971213102340698e-02
1.183391511440277100e-01,1.086459159851074219e-01,-1.472851783037185669e-01,7.175880670547485352e-02,-1.511979848146438599e-01,-4.355053603649139404e-02,-8.322250097990036011e-02,1.510775983333587646e-01,-3.687150776386260986e-02,-8.630584180355072021e-02,-5.796650052070617676e-02,-6.417185068130493164e-02,-8.842259645462036133e-03,4.811212420463562012e-02,1.403087675571441650e-01,9.659081697463989258e-04,1.535220146179199219e-01,4.324853420257568359e-03,1.571443676948547363e-01,8.407172560691833496e-02,1.026515364646911621e-01,-8.493689447641372681e-02,-1.723928898572921753e-01,-3.042079508304595947e-02,7.988694310188293457e-02,7.433629035949707031e-02,-6.621630489826202393e-02,-6.253598630428314209e-02,1.464073359966278076e-01,1.220779120922088623e-01
9.464715258218348026e-04,3.731630742549896240e-02,1.243173778057098389e-01,-1.083354875445365906e-01,3.434589132666587830e-02,-1.352101750671863556e-02,-8.449760079383850098e-02,-1.166348680853843689e-01,9.782085195183753967e-03,-2.620360068976879120e-02,1.062068343162536621e-01,8.911303430795669556e-02,6.608582288026809692e-02,-1.658893823623657227e-01,-1.330107636749744415e-02,1.057426035404205322e-01,-6.059080362319946289e-02,1.955298334360122681e-01,-1.230228245258331299e-01,5.988712608814239502e-02,1.009697318077087402e-01,1.307126507163047791e-02,4.143788665533065796e-02,8.539355546236038208e-02,-9.552540630102157593e-02,-1.579496264457702637e-01,-1.624539345502853394e-01,1.540560126304626465e-01,-3.124502301216125488e-02,-1.744426786899566650e-01
5.567428469657897949e-02,-1.814973354339599609e-02,-1.782199889421463013e-01,-6.836590170860290527e-02,-4.953455924987792969e-02,-4.552955925464630127e-02,-5.026724934577941895e-02,-9.410336613655090332e-03,1.437120437622070312e-01,-7.081044465303421021e-02,-8.406746387481689453e-02,-1.638390421867370605e-01,-4.683935642242431641e-02,3.788194060325622559e-02,1.301540434360504150e-01,9.495633840560913086e-02,1.527324914932250977e-01,-1.224397197365760803e-01,2.897527813911437988e-02,-1.389731913805007935e-01,-1.803888976573944092e-01,-8.477975428104400635e-02,-1.551963537931442261e-01,1.161770522594451904e-01,-7.881555706262588501e-02,1.678293943405151367e-01,8.510360121726989746e-02,-1.162531971931457520e-01,-2.734352648258209229e-02,4.540409147739410400e-02
1.253418326377868652e-01,1.089580357074737549e-02,3.333571553230285645e-02,-5.519613623619079590e-02,-8.746064454317092896e-02,3.447130322456359863e-03,-7.860630750656127930e-03,-1.444353461265563965e-01,6.154680252075195312e-02,-5.770860612392425537e-02,7.493117451667785645e-02,1.598999202251434326e-01,-7.282971590757369995e-02,3.083552420139312744e-02,-9.384714812040328979e-02,1.786221563816070557e-01,8.112654089927673340e-02,1.475219726562500000e-01,7.277384400367736816e-02,-1.626798063516616821e-01,-1.728039979934692383e-01,-1.430585682392120361e-01,1.294226646423339844e-01,-6.085985153913497925e-02,6.305654346942901611e-02,2.326285839080810547e-02,5.212396383285522461e-03,-4.223212599754333496e-02,3.551532328128814697e-02,-1.139898151159286499e-01
-8.152410387992858887e-03,4.415212571620941162e-02,1.710703372955322266e-01,4.071174561977386475e-02,4.423758387565612793e-02,-2.339689433574676514e-02,-4.453854262828826904e-02,-8.306394517421722412e-02,6.813618540763854980e-02,-6.902610510587692261e-02,1.624303758144378662e-01,1.228564977645874023e-01,6.670543551445007324e-02,6.993582844734191895e-02,1.711270213127136230e-02,1.398789882659912109e-01,8.106663823127746582e-03,7.902550697326660156e-02,-8.116971701383590698e-02,-1.047406867146492004e-01,1.805731952190399170e-01,1.092166602611541748e-01,-1.533973366022109985e-01,1.465891599655151367e-01,1.580501496791839600e-01,-7.750944048166275024e-02,-1.321030408143997192e-01,-7.557158917188644409e-02,-3.515283763408660889e-02,1.401704847812652588e-01
-3.941883146762847900e-01,1.619541272521018982e-02,-8.024656176567077637e-01,2.945369780063629150e-01,1.068706274032592773e+00,-2.025079429149627686e-01,-2.067689448595046997e-01,-3.945108652114868164e+00,1.034406304359436035e+00,-1.897987246513366699e+00,1.069753885269165039e+00,-2.420952796936035156e+00,-4.735825583338737488e-03,-1.193871140480041504e+00,-1.071902513504028320e+00,-1.173222184181213379e+00,9.283837676048278809e-01,-3.406201004981994629e-01,-1.033462405204772949e+00,-8.554608225822448730e-01,9.930339455604553223e-01,-1.036845684051513672e+00,1.817917943000793457e+00,-1.094340205192565918e+00,-4.938813447952270508e-01,-1.415646266937255859e+01,-1.572666049003601074e+00,-6.876060366630554199e-01,-1.251453995704650879e+00,-1.844280958175659180e+00
1.482684314250946045e-01,-1.758737117052078247e-01,-1.904414445161819458e-01,4.747933149337768555e-02,2.835281006991863251e-02,-8.038460463285446167e-02,8.790254592895507812e-02,-1.637917309999465942e-01,-3.459638729691505432e-02,1.077356934547424316e-01,1.421837210655212402e-01,-8.027482032775878906e-02,1.514354646205902100e-01,-8.258427679538726807e-02,1.793358325958251953e-01,6.370286643505096436e-02,2.556696068495512009e-03,-9.649390727281570435e-02,-1.925819180905818939e-02,-2.048323675990104675e-02,-7.309674471616744995e-02,1.693063378334045410e-01,-1.382576953619718552e-02,1.001898571848869324e-01,-1.304458230733871460e-01,1.783733218908309937e-01,7.192891836166381836e-02,-1.444344669580459595e-01,-1.393494606018066406e-01,-8.161793649196624756e-02
