-1.225491054356098175e-02,7.638173643499612808e-03,-8.367567509412765503e-02,-1.185276582837104797e-01,7.097454741597175598e-03,-1.413432657718658447e-01,-8.753067255020141602e-02,-1.078476235270500183e-01,-4.892063438892364502e-01,-1.352625638246536255e-01,1.006459072232246399e-02,-1.552412379533052444e-02,1.432188041508197784e-02,-2.899566316045820713e-04,1.154014188796281815e-02,-5.237862467765808105e-02,3.297495655715465546e-03,-1.169548928737640381e-01,-2.685864269733428955e-02,-1.074183806777000427e-01,-7.563614845275878906e-02,6.845778785645961761e-03,1.595755922608077526e-03,2.939588390290737152e-03,1.423612982034683228e-02,-1.568923518061637878e-02,-5.277761258184909821e-03,-1.464819014072418213e-01,6.161096505820751190e-03,-2.918681800365447998e-01,-3.156845644116401672e-02,3.687633201479911804e-03,-6.984762731008231640e-04,6.991856545209884644e-02,-8.042515814304351807e-02,1.042712777853012085e-01,-3.422743082046508789e-02,-4.950368031859397888e-02,2.522173896431922913e-02,-8.102789521217346191e-02
1.509370058774948120e-01,-4.041134119033813477e-01,-5.200475826859474182e-02,1.860830187797546387e-02,-1.563822478055953979e-01,1.563170701265335083e-01,-1.096989214420318604e-01,-1.349688917398452759e-01,2.488069534301757812e-01,-1.674301028251647949e-01,4.585880637168884277e-01,1.270657658576965332e+00,-1.133785098791122437e-01,-1.440880447626113892e-01,5.306647345423698425e-02,2.449140697717666626e-01,7.329387962818145752e-02,8.331060409545898438e-03,-8.541066944599151611e-02,2.105561941862106323e-01,-1.983135193586349487e-02,-2.044634670019149780e-01,-1.252503842115402222e-01,4.028428718447685242e-02,6.181449443101882935e-02,-6.815810501575469971e-02,2.766271829605102539e-01,2.473333477973937988e-02,2.915879711508750916e-02,3.818477271124720573e-03,3.534429520368576050e-02,4.622584581375122070e-02,-4.656724166125059128e-03,7.885554432868957520e-02,-7.788428664207458496e-02,-6.417453885078430176e-01,-3.046215884387493134e-02,-1.167188733816146851e-01,-2.347595058381557465e-02,-1.259919703006744385e-01
-5.227361321449279785e-01,6.398076564073562622e-02,-2.874529547989368439e-02,4.073870182037353516e-02,-1.113803759217262268e-01,-1.518962979316711426e-01,4.267238080501556396e-02,-2.806949615478515625e-02,-9.045685082674026489e-02,9.362194687128067017e-02,1.313161849975585938e+00,2.933548092842102051e-01,-2.663088440895080566e-01,-1.064164638519287109e-01,-3.338171839714050293e-01,-1.382932662963867188e-01,-2.072094976902008057e-01,-4.456806927919387817e-02,-1.118943616747856140e-01,-3.665084242820739746e-01,-1.346054673194885254e-01,-9.803010225296020508e-01,-1.913894526660442352e-02,-1.557842940092086792e-01,-2.059612125158309937e-01,1.116699129343032837e-01,5.428796410560607910e-01,-3.522034734487533569e-02,-1.502114385366439819e-01,6.739515066146850586e-02,-3.447555601596832275e-01,8.022778667509555817e-03,-9.158224612474441528e-02,-8.047999739646911621e-01,3.947776183485984802e-02,-1.703944951295852661e-01,-6.878035143017768860e-03,-1.387834399938583374e-01,4.142403006553649902e-01,4.272385537624359131e-01
-3.518601059913635254e-01,2.340944856405258179e-02,-1.318240761756896973e-01,-6.299578398466110229e-02,-1.558614671230316162e-01,-1.125958040356636047e-01,-1.552505791187286377e-01,2.537499368190765381e-02,2.165991514921188354e-01,-1.372183412313461304e-01,-1.094265699386596680e+00,1.165165543556213379e+00,-3.758811652660369873e-01,8.228294551372528076e-02,-7.661232948303222656e-01,-3.081678450107574463e-01,-6.379187703132629395e-01,6.270955502986907959e-02,-7.740569114685058594e-02,-2.885310351848602295e-01,9.114980697631835938e-03,-9.602929353713989258e-01,6.427690386772155762e-02,-1.401973664760589600e-01,-1.680233329534530640e-01,-2.009769901633262634e-03,-3.391410589218139648e+00,-8.867511898279190063e-02,-2.538601495325565338e-02,-5.317102186381816864e-03,-1.934479236602783203e+00,-5.613701045513153076e-02,1.468911617994308472e-01,-1.592362046241760254e+00,1.028301790356636047e-01,1.872532010078430176e+00,3.812510520219802856e-02,-9.859392791986465454e-02,-1.733475737273693085e-02,-1.105732396245002747e-01
7.045181989669799805e-01,-1.934279203414916992e-01,9.350798279047012329e-02,6.808799505233764648e-02,-1.801263988018035889e-01,-3.695208579301834106e-02,7.623478770256042480e-03,-1.194402724504470825e-01,1.527743637561798096e-01,4.138115793466567993e-02,2.750666439533233643e-01,4.236370623111724854e-01,5.034802854061126709e-02,-5.832738429307937622e-02,-1.504406034946441650e-01,-3.047697842121124268e-01,6.512961350381374359e-03,1.141616553068161011e-01,7.674051821231842041e-02,1.403154879808425903e-01,2.316898666322231293e-02,1.392284631729125977e+00,-6.498725712299346924e-02,8.888194337487220764e-03,-1.067290082573890686e-01,-7.931993156671524048e-02,1.069854259490966797e+00,1.340895742177963257e-01,-5.895823985338211060e-02,-7.160637527704238892e-02,9.699133038520812988e-01,-4.122994095087051392e-02,-1.468629390001296997e-01,5.594722628593444824e-01,4.492506384849548340e-02,1.977399289608001709e-01,-1.453995704650878906e-01,4.529827460646629333e-02,-7.114819288253784180e-01,6.859740614891052246e-01
1.378837674856185913e-01,-1.585133373737335205e-01,4.502348601818084717e-02,-1.466407626867294312e-01,-1.021530851721763611e-01,-9.907484054565429688e-02,1.494527608156204224e-01,1.498699635267257690e-01,-1.472338140010833740e-01,1.076354756951332092e-01,3.002551570534706116e-02,-2.024205401539802551e-03,-2.918566465377807617e-01,-1.185272485017776489e-01,-2.257750630378723145e-01,2.604492306709289551e-01,-1.345025748014450073e-02,-1.460813730955123901e-01,6.060864031314849854e-02,1.769717410206794739e-02,1.095236092805862427e-01,-1.635311990976333618e-01,-1.733453124761581421e-01,-6.694026757031679153e-03,-2.419910877943038940e-01,-7.178644090890884399e-02,5.568870343267917633e-03,-8.551601320505142212e-02,-5.173782110214233398e-01,-1.332630664110183716e-01,2.397145517170429230e-02,-1.408536583185195923e-01,-1.456697732210159302e-01,-1.521766930818557739e-01,-7.138626277446746826e-02,-1.798263490200042725e-01,7.882031612098217010e-03,-2.039358764886856079e-02,-3.480428159236907959e-01,-6.523229926824569702e-02
-2.409725785255432129e-01,2.057801373302936554e-02,-2.111577242612838745e-02,-1.357720792293548584e-01,-2.050607055425643921e-01,7.364308834075927734e-02,2.687102556228637695e-02,-8.195727318525314331e-02,-4.159328341484069824e-01,1.314848214387893677e-01,2.186604887247085571e-01,-3.546595200896263123e-02,-1.294448673725128174e-01,-1.631384342908859253e-01,-1.898879110813140869e-01,1.384313106536865234e-01,-6.080406308174133301e-01,-5.075119435787200928e-02,-9.146769344806671143e-02,2.404388636350631714e-01,-3.376654163002967834e-02,4.562236741185188293e-02,-2.199630439281463623e-01,-1.504741460084915161e-01,-2.357591986656188965e-01,-1.279118210077285767e-01,5.965793132781982422e-02,8.470115065574645996e-02,9.996158629655838013e-02,7.901389151811599731e-02,4.357670545578002930e-01,-6.600624322891235352e-02,-1.121451426297426224e-02,7.715070247650146484e-02,-1.653078347444534302e-01,6.521086394786834717e-02,2.213125862181186676e-02,1.032174229621887207e-01,-9.725856781005859375e-02,1.734254956245422363e-01
3.494684994220733643e-01,1.153313461691141129e-02,7.724519819021224976e-02,1.198964267969131470e-01,7.906943559646606445e-03,-2.043735980987548828e-02,-6.266239285469055176e-02,1.430016309022903442e-01,1.176587641239166260e-01,-1.295428127050399780e-01,-5.726248025894165039e-02,-1.711241900920867920e-01,-5.765967369079589844e-01,9.071891754865646362e-02,1.080116331577301025e-01,-1.564405485987663269e-02,-6.042517423629760742e-01,-1.213001459836959839e-01,-7.234156131744384766e-02,-2.356272637844085693e-01,1.245170608162879944e-01,-1.547393649816513062e-01,-1.166273653507232666e-02,-1.068044230341911316e-01,-6.801375746726989746e-02,1.895922608673572540e-02,2.135240733623504639e-01,1.579352766275405884e-01,-1.346119791269302368e-01,-1.539359688758850098e-01,2.600719630718231201e-01,-1.373124122619628906e-01,4.592539370059967041e-02,1.335512101650238037e-01,-5.004873964935541153e-03,-6.009190678596496582e-01,1.508737206459045410e-01,3.843776136636734009e-02,-2.042116075754165649e-01,-1.384826749563217163e-01
-1.287684291601181030e-01,-1.226153448224067688e-01,-3.215861320495605469e-02,8.501914143562316895e-02,1.530383676290512085e-01,1.206858456134796143e-02,-4.942685365676879883e-03,7.181370258331298828e-02,6.779879331588745117e-02,-3.607407957315444946e-02,1.273986846208572388e-01,-7.005473226308822632e-02,-9.267877787351608276e-02,-1.042983084917068481e-01,-1.685559749603271484e-03,2.741768956184387207e-02,7.282145321369171143e-02,1.398358196020126343e-01,-1.320090591907501221e-01,-1.278463006019592285e-01,-9.494321793317794800e-02,-5.773156881332397461e-04,-1.030832678079605103e-01,-7.552319765090942383e-02,-1.271537989377975464e-01,-8.338172733783721924e-02,-2.834275364875793457e-03,-1.865148544311523438e-03,1.461278051137924194e-01,-1.350356042385101318e-01,1.225707978010177612e-01,2.585691213607788086e-02,-8.489828556776046753e-02,-2.846835553646087646e-02,-7.373627275228500366e-02,-1.471321135759353638e-01,-9.402922540903091431e-02,5.530811846256256104e-02,-8.696594834327697754e-02,1.576040536165237427e-01
1.313385218381881714e-01,1.078205555677413940e-01,1.837974786758422852e-02,2.309505641460418701e-02,-5.757668614387512207e-02,1.259755939245223999e-01,-5.380237847566604614e-02,5.910710990428924561e-02,-3.650748729705810547e-02,1.443542987108230591e-01,5.121250450611114502e-02,8.104072511196136475e-02,9.664888679981231689e-02,-1.236205399036407471e-01,-3.325279802083969116e-02,1.312596052885055542e-01,1.319037824869155884e-01,-1.516240835189819336e-01,-1.165660619735717773e-01,9.952734410762786865e-02,2.369260787963867188e-02,-1.085372418165206909e-01,6.750673055648803711e-03,-8.795881271362304688e-02,-3.117004036903381348e-02,9.142428636550903320e-03,-1.398188024759292603e-01,1.020844280719757080e-02,-1.406580209732055664e-02,5.158592760562896729e-02,1.630589365959167480e-03,2.378720045089721680e-02,8.780005574226379395e-02,-5.205810070037841797e-03,1.192675679922103882e-01,6.792031228542327881e-02,-1.324777156114578247e-01,-1.558216214179992676e-01,1.357906311750411987e-01,-6.842240691184997559e-03
